id_surat,nomor_surat,tanggal_diterima,pengirim,perihal,jenis_surat_id,status,raw_data
SRT-3546,1524/ITERA/BAU/2025,2025-03-24,Rektorat,Recusandae reprehenderit aliquam et culpa nulla.,2,Selesai,{}
SRT-3547,1525/ITERA/BAU/2024,2024-11-28,Jurusan Sains,Eligendi illum doloribus recusandae.,2,Proses,{}
SRT-3548,1526/ITERA/BAU/2025,2025-07-20,Fakultas Teknologi Industri,Repudiandae eligendi dignissimos recusandae optio laboriosam dicta.,4,Proses,{}
SRT-3549,1527/ITERA/BAU/2024,2024-09-02,Biro Umum dan Keuangan,Maiores numquam nostrum vitae totam dolores molestiae.,3,Disposisi,{}
SRT-3550,1528/ITERA/BAU/2024,2024-06-02,Prodi Sains Data,Quis doloribus maiores dolor iste at tenetur.,2,Disposisi,{}
SRT-3551,1529/ITERA/BAU/2024,2024-08-26,Rektorat,Possimus repellendus et cum praesentium impedit nesciunt earum.,1,Disposisi,{}
SRT-3552,1530/ITERA/BAU/2025,2025-06-27,Unit Kerja 13,Quia doloremque ex accusamus atque.,5,Disposisi,{}
SRT-3553,1531/ITERA/BAU/2024,2024-09-08,Fakultas Sains,Aut voluptatum similique esse eveniet quae.,3,Selesai,{}
SRT-3554,1532/ITERA/BAU/2025,2025-08-11,Unit Kerja 12,Libero libero quos.,1,Selesai,{}
SRT-3555,1533/ITERA/BAU/2024,2024-01-06,Prodi Sains Data,Ab labore occaecati.,1,Selesai,{}
SRT-3556,1534/ITERA/BAU/2025,2025-07-25,Unit Kerja 13,Maxime porro consequuntur saepe incidunt facilis.,1,Proses,{}
SRT-3557,1535/ITERA/BAU/2025,2025-02-06,Unit Kerja 11,Ullam tempora mollitia ut debitis.,4,Disposisi,{}
SRT-3558,1536/ITERA/BAU/2025,2025-06-11,Prodi Sains Data,Exercitationem maiores distinctio iure voluptatum consequatur.,2,Disposisi,{}
SRT-3559,1537/ITERA/BAU/2025,2025-01-17,Rektorat,Sint illum modi sequi est eos.,1,Selesai,{}
SRT-3560,1538/ITERA/BAU/2025,2025-06-27,Jurusan Sains,Soluta autem accusamus dolore quibusdam sit.,4,Disposisi,{}
SRT-3561,1539/ITERA/BAU/2025,2025-01-31,Biro Akademik Umum,Officia consectetur debitis a accusamus.,2,Proses,{}
SRT-3562,1540/ITERA/BAU/2025,2025-09-05,Fakultas Sains,Architecto atque perspiciatis aut saepe commodi.,1,Selesai,{}
SRT-3563,1541/ITERA/BAU/2024,2024-08-29,Biro Akademik Umum,At dolorum illo mollitia beatae enim.,5,Selesai,{}
SRT-3564,1542/ITERA/BAU/2024,2024-12-18,Biro Umum dan Keuangan,Reiciendis aperiam magnam quae praesentium eaque ut tempora.,2,Proses,{}
SRT-3565,1543/ITERA/BAU/2023,2023-12-10,Biro Akademik Umum,Temporibus aspernatur earum sapiente.,2,Proses,{}
SRT-3566,1544/ITERA/BAU/2025,2025-03-29,Biro Umum dan Keuangan,Magni ex beatae vitae ipsa aliquam.,1,Selesai,{}
SRT-3567,1545/ITERA/BAU/2024,2024-01-22,Unit Kerja 13,Adipisci perspiciatis tempore tempora minima labore error.,3,Selesai,{}
SRT-3568,1546/ITERA/BAU/2025,2025-03-26,Jurusan Teknologi Produksi dan Industri,Explicabo placeat asperiores odit neque cumque excepturi ut.,4,Disposisi,{}
SRT-3569,1547/ITERA/BAU/2024,2024-06-20,Unit Kerja 14,Esse architecto magnam molestiae asperiores.,5,Proses,{}
SRT-3570,1548/ITERA/BAU/2025,2025-03-17,Unit Kerja 15,Sequi rem veritatis necessitatibus omnis corrupti minus.,2,Proses,{}
SRT-3571,1549/ITERA/BAU/2024,2024-03-07,Prodi Sains Data,Atque itaque sequi labore commodi.,3,Selesai,{}
SRT-3572,1550/ITERA/BAU/2024,2024-07-16,Prodi Informatika,Quaerat hic ut eaque.,3,Selesai,{}
SRT-3573,1551/ITERA/BAU/2024,2024-07-13,Jurusan Sains,Assumenda fugit sequi nisi.,2,Proses,{}
SRT-3574,1552/ITERA/BAU/2025,2025-03-28,UPT TIK,Debitis id dignissimos in modi autem pariatur.,5,Disposisi,{}
SRT-3575,1553/ITERA/BAU/2025,2025-08-01,Prodi Informatika,Illo blanditiis labore animi assumenda repellat.,4,Disposisi,{}
SRT-3576,1554/ITERA/BAU/2024,2024-04-22,Prodi Informatika,Maiores voluptate quo molestias dolor provident doloremque.,3,Disposisi,{}
SRT-3577,1555/ITERA/BAU/2024,2024-11-30,Fakultas Teknologi Industri,Dignissimos officiis quae illo.,1,Selesai,{}
SRT-3578,1556/ITERA/BAU/2025,2025-11-21,Unit Kerja 13,Repellat blanditiis architecto possimus totam ipsum deserunt consequatur.,3,Proses,{}
SRT-3579,1557/ITERA/BAU/2023,2023-12-30,Unit Kerja 13,Magnam tempore voluptatum repellat reiciendis.,3,Selesai,{}
SRT-3580,1558/ITERA/BAU/2025,2025-03-02,Jurusan Sains,Cumque aperiam at excepturi similique.,3,Disposisi,{}
SRT-3581,1559/ITERA/BAU/2025,2025-10-01,Rektorat,Exercitationem enim in.,3,Proses,{}
SRT-3582,1560/ITERA/BAU/2025,2025-11-08,Unit Kerja 11,Dolorem sint quod eos possimus est necessitatibus maiores.,2,Selesai,{}
SRT-3583,1561/ITERA/BAU/2024,2024-06-27,UPT TIK,Odio ducimus quibusdam similique neque.,5,Selesai,{}
SRT-3584,1562/ITERA/BAU/2024,2024-09-15,Jurusan Sains,Fugit deleniti et temporibus et perferendis quis.,3,Disposisi,{}
SRT-3585,1563/ITERA/BAU/2024,2024-04-25,Unit Kerja 14,Sequi ullam voluptates quis consectetur perspiciatis doloribus.,2,Selesai,{}
SRT-3586,1564/ITERA/BAU/2024,2024-01-16,Unit Kerja 12,Distinctio temporibus eius id.,1,Disposisi,{}
SRT-3587,1565/ITERA/BAU/2024,2024-04-12,Prodi Informatika,Aut libero cum animi rem optio ullam quos.,4,Selesai,{}
SRT-3588,1566/ITERA/BAU/2024,2024-02-10,Jurusan Sains,Iusto sit facere delectus.,3,Disposisi,{}
SRT-3589,1567/ITERA/BAU/2024,2024-12-03,Unit Kerja 14,Ut dolore vitae debitis nisi eius excepturi.,1,Proses,{}
SRT-3590,1568/ITERA/BAU/2024,2024-08-05,Rektorat,Iure mollitia eos ullam.,4,Proses,{}
SRT-3591,1569/ITERA/BAU/2025,2025-07-12,Unit Kerja 11,Nisi dolor libero mollitia voluptatibus explicabo in.,5,Selesai,{}
SRT-3592,1570/ITERA/BAU/2025,2025-01-25,Rektorat,Voluptatibus eligendi saepe.,5,Selesai,{}
SRT-3593,1571/ITERA/BAU/2024,2024-04-23,Fakultas Teknologi Industri,Natus molestiae quis earum quod quae ab.,4,Disposisi,{}
SRT-3594,1572/ITERA/BAU/2025,2025-03-09,Fakultas Sains,Facilis eius sequi hic sed inventore.,4,Selesai,{}
SRT-3595,1573/ITERA/BAU/2025,2025-11-15,Jurusan Teknologi Produksi dan Industri,Explicabo asperiores quos.,5,Selesai,{}
SRT-3596,1574/ITERA/BAU/2025,2025-10-28,Unit Kerja 11,Perspiciatis eum quod minima.,1,Disposisi,{}
SRT-3597,1575/ITERA/BAU/2025,2025-09-29,Unit Kerja 13,Deleniti doloremque dignissimos cumque facere dolore quibusdam.,1,Selesai,{}
SRT-3598,1576/ITERA/BAU/2025,2025-10-18,UPT TIK,Perspiciatis sed eveniet dolores.,4,Selesai,{}
SRT-3599,1577/ITERA/BAU/2025,2025-08-11,UPT TIK,Vel quidem ut facere quibusdam maiores libero modi.,1,Selesai,{}
SRT-3600,1578/ITERA/BAU/2024,2024-08-14,Fakultas Teknologi Industri,Perspiciatis aliquid facilis voluptatem nesciunt itaque.,2,Proses,{}
SRT-3601,1579/ITERA/BAU/2024,2024-11-28,Unit Kerja 14,Debitis soluta aperiam perspiciatis ab.,2,Proses,{}
SRT-3602,1580/ITERA/BAU/2024,2024-05-09,Biro Umum dan Keuangan,Itaque illum aut magnam maxime.,3,Disposisi,{}
SRT-3603,1581/ITERA/BAU/2025,2025-04-23,Fakultas Teknologi Industri,Voluptate autem vero recusandae fugiat iusto excepturi aperiam.,1,Selesai,{}
SRT-3604,1582/ITERA/BAU/2024,2024-01-12,Unit Kerja 15,Odio quam sapiente quae.,5,Proses,{}
SRT-3605,1583/ITERA/BAU/2025,2025-03-30,Unit Kerja 11,Dolore possimus cum facere vitae magnam.,4,Proses,{}
SRT-3606,1584/ITERA/BAU/2024,2024-07-30,Rektorat,Et doloremque corrupti ipsa necessitatibus quae.,3,Selesai,{}
SRT-3607,1585/ITERA/BAU/2025,2025-03-03,Fakultas Teknologi Industri,Repellat ratione culpa ex velit nemo commodi.,2,Selesai,{}
SRT-3608,1586/ITERA/BAU/2024,2024-01-11,Unit Kerja 12,Maxime molestias illo nisi eveniet maxime saepe.,5,Disposisi,{}
SRT-3609,1587/ITERA/BAU/2024,2024-06-20,Biro Akademik Umum,Nesciunt esse minima inventore consequuntur libero officia.,2,Proses,{}
SRT-3610,1588/ITERA/BAU/2024,2024-06-22,Unit Kerja 12,Doloribus excepturi quibusdam fugit doloribus in.,2,Proses,{}
SRT-3611,1589/ITERA/BAU/2025,2025-09-27,Jurusan Sains,Non vitae provident labore illo.,2,Disposisi,{}
SRT-3612,1590/ITERA/BAU/2025,2025-06-24,Biro Umum dan Keuangan,Laudantium nemo eveniet vero assumenda facere.,5,Disposisi,{}
SRT-3613,1591/ITERA/BAU/2025,2025-10-05,Prodi Sains Data,Eaque quibusdam iste dignissimos sit mollitia quis.,2,Disposisi,{}
SRT-3614,1592/ITERA/BAU/2025,2025-07-19,Biro Akademik Umum,Ut officiis eum dolor sit asperiores.,2,Proses,{}
SRT-3615,1593/ITERA/BAU/2024,2024-08-05,Rektorat,Consectetur nemo laborum.,1,Proses,{}
SRT-3616,1594/ITERA/BAU/2024,2024-07-10,Unit Kerja 15,Veritatis sunt ipsum deserunt.,5,Selesai,{}
SRT-3617,1595/ITERA/BAU/2024,2024-04-02,Fakultas Teknologi Industri,Aperiam deserunt laboriosam blanditiis quaerat molestiae.,5,Proses,{}
SRT-3618,1596/ITERA/BAU/2025,2025-03-19,Fakultas Sains,Fugit nam nihil quia iusto laboriosam atque.,2,Proses,{}
SRT-3619,1597/ITERA/BAU/2025,2025-10-25,Unit Kerja 15,Illo sunt consequuntur.,3,Proses,{}
SRT-3620,1598/ITERA/BAU/2024,2024-07-16,Rektorat,Culpa quasi ut saepe doloremque.,5,Selesai,{}
SRT-3621,1599/ITERA/BAU/2025,2025-02-28,Unit Kerja 14,Eum unde minima eligendi in.,2,Disposisi,{}
SRT-3622,1600/ITERA/BAU/2024,2024-10-29,Prodi Sains Data,Inventore inventore nihil hic sequi incidunt occaecati.,5,Selesai,{}
SRT-3623,1601/ITERA/BAU/2024,2024-09-25,Unit Kerja 11,Dolor eaque odio numquam saepe.,4,Disposisi,{}
SRT-3624,1602/ITERA/BAU/2025,2025-05-24,Unit Kerja 14,Quia aliquid odit quis ipsam ullam eos.,3,Selesai,{}
SRT-3625,1603/ITERA/BAU/2025,2025-05-31,Unit Kerja 14,Dolores enim officia ratione temporibus tempora.,1,Selesai,{}
SRT-3626,1604/ITERA/BAU/2024,2024-10-10,Prodi Sains Data,Hic aut a officia reiciendis dolorem.,4,Proses,{}
SRT-3627,1605/ITERA/BAU/2025,2025-09-20,UPT TIK,A repellat cumque ullam.,2,Selesai,{}
SRT-3628,1606/ITERA/BAU/2025,2025-01-14,Unit Kerja 14,Eos sit quod placeat ex quisquam.,3,Disposisi,{}
SRT-3629,1607/ITERA/BAU/2025,2025-08-08,Rektorat,Ex rerum totam.,4,Selesai,{}
SRT-3630,1608/ITERA/BAU/2025,2025-07-30,Unit Kerja 13,Illo eaque voluptatem atque.,2,Proses,{}
SRT-3631,1609/ITERA/BAU/2025,2025-01-05,Fakultas Sains,Consectetur aut est iusto tenetur nostrum excepturi.,3,Selesai,{}
SRT-3632,1610/ITERA/BAU/2024,2024-07-06,Unit Kerja 13,Officiis officiis nisi asperiores blanditiis dicta.,3,Selesai,{}
SRT-3633,1611/ITERA/BAU/2025,2025-01-04,Biro Umum dan Keuangan,Ratione ipsam ab tempora a numquam dolore.,3,Proses,{}
SRT-3634,1612/ITERA/BAU/2025,2025-10-04,UPT TIK,Beatae iure earum saepe totam.,4,Disposisi,{}
SRT-3635,1613/ITERA/BAU/2024,2024-03-06,Prodi Informatika,Tempore impedit odit praesentium tempora.,2,Disposisi,{}
SRT-3636,1614/ITERA/BAU/2025,2025-07-13,Prodi Informatika,Maxime hic laborum eaque voluptatibus est.,1,Selesai,{}
SRT-3637,1615/ITERA/BAU/2025,2025-08-01,Fakultas Sains,Laborum odit cumque unde exercitationem.,1,Proses,{}
SRT-3638,1616/ITERA/BAU/2025,2025-06-26,Fakultas Sains,Tenetur voluptatem officia tenetur ipsam exercitationem aperiam.,3,Selesai,{}
SRT-3639,1617/ITERA/BAU/2023,2023-12-17,Prodi Sains Data,Molestias cupiditate aliquam quisquam.,4,Selesai,{}
SRT-3640,1618/ITERA/BAU/2024,2024-12-31,Prodi Informatika,Id ipsa impedit possimus est ratione nam nulla.,5,Proses,{}
SRT-3641,1619/ITERA/BAU/2024,2024-05-28,UPT TIK,Quo animi porro voluptatem esse recusandae.,4,Selesai,{}
SRT-3642,1620/ITERA/BAU/2025,2025-03-19,Prodi Informatika,Blanditiis fugiat eos labore reiciendis.,1,Selesai,{}
SRT-3643,1621/ITERA/BAU/2025,2025-08-08,Unit Kerja 12,Minus ipsam illo harum.,2,Selesai,{}
SRT-3644,1622/ITERA/BAU/2025,2025-05-26,Rektorat,Magnam reiciendis vitae ipsa.,5,Selesai,{}
SRT-3645,1623/ITERA/BAU/2025,2025-04-10,UPT TIK,Vero natus tenetur eius error vitae commodi voluptatem.,3,Selesai,{}
SRT-3646,1624/ITERA/BAU/2025,2025-03-31,Fakultas Sains,Dolore amet distinctio consequuntur.,1,Selesai,{}
SRT-3647,1625/ITERA/BAU/2025,2025-05-20,Fakultas Teknologi Industri,Quae id sapiente ullam rerum temporibus animi.,4,Proses,{}
SRT-3648,1626/ITERA/BAU/2024,2024-02-18,Unit Kerja 11,Quo error dicta quasi quod laboriosam esse.,5,Selesai,{}
SRT-3649,1627/ITERA/BAU/2023,2023-12-07,Prodi Sains Data,Tempora mollitia incidunt eos culpa quo quasi consectetur.,5,Selesai,{}
SRT-3650,1628/ITERA/BAU/2025,2025-04-14,Unit Kerja 12,Velit adipisci nisi.,1,Selesai,{}
SRT-3651,1629/ITERA/BAU/2025,2025-05-15,Jurusan Teknologi Produksi dan Industri,Perspiciatis earum iure.,2,Proses,{}
SRT-3652,1630/ITERA/BAU/2024,2024-07-23,Biro Umum dan Keuangan,Illum soluta praesentium quidem exercitationem.,4,Disposisi,{}
SRT-3653,1631/ITERA/BAU/2025,2025-07-28,Jurusan Teknologi Produksi dan Industri,Animi quasi nam nisi nihil voluptates autem.,3,Proses,{}
SRT-3654,1632/ITERA/BAU/2025,2025-11-18,Biro Akademik Umum,Id labore quas tenetur doloremque doloribus occaecati.,1,Selesai,{}
SRT-3655,1633/ITERA/BAU/2024,2024-11-29,Biro Akademik Umum,Ad cumque totam repellendus illum totam nulla.,2,Proses,{}
SRT-3656,1634/ITERA/BAU/2025,2025-10-15,Jurusan Teknologi Produksi dan Industri,Totam aperiam qui distinctio dignissimos animi.,4,Selesai,{}
SRT-3657,1635/ITERA/BAU/2025,2025-03-29,Fakultas Sains,Distinctio sapiente doloremque.,4,Proses,{}
SRT-3658,1636/ITERA/BAU/2024,2024-12-13,Unit Kerja 12,Eos velit sunt eligendi ipsam praesentium non.,4,Selesai,{}
SRT-3659,1637/ITERA/BAU/2025,2025-07-27,Biro Akademik Umum,Quae vero distinctio iure architecto quod.,2,Proses,{}
SRT-3660,1638/ITERA/BAU/2025,2025-10-06,Unit Kerja 12,Iure sunt harum nihil sapiente.,5,Proses,{}
SRT-3661,1639/ITERA/BAU/2023,2023-12-02,Fakultas Sains,Magni est occaecati repellat.,4,Proses,{}
SRT-3662,1640/ITERA/BAU/2025,2025-09-19,Unit Kerja 15,Explicabo molestias perspiciatis aliquid illum.,2,Disposisi,{}
SRT-3663,1641/ITERA/BAU/2025,2025-02-04,Fakultas Teknologi Industri,Possimus quasi expedita officia magni aliquid.,2,Proses,{}
SRT-3664,1642/ITERA/BAU/2025,2025-04-29,Unit Kerja 15,Quo excepturi aliquid at natus suscipit architecto.,1,Proses,{}
SRT-3665,1643/ITERA/BAU/2024,2024-10-02,Jurusan Teknologi Produksi dan Industri,Enim nulla veritatis laboriosam quas dolor.,5,Selesai,{}
SRT-3666,1644/ITERA/BAU/2025,2025-02-08,UPT TIK,Aut aspernatur magni.,4,Selesai,{}
SRT-3667,1645/ITERA/BAU/2024,2024-06-30,Prodi Informatika,Facilis fuga inventore libero laudantium animi quidem rerum.,4,Proses,{}
SRT-3668,1646/ITERA/BAU/2025,2025-09-28,Biro Umum dan Keuangan,Dicta tenetur nostrum maxime impedit corporis eveniet.,3,Disposisi,{}
SRT-3669,1647/ITERA/BAU/2025,2025-04-23,Unit Kerja 14,Dolorum consequuntur voluptate voluptatum dolores.,3,Selesai,{}
SRT-3670,1648/ITERA/BAU/2024,2024-09-22,Biro Akademik Umum,Corporis eaque ea modi.,4,Proses,{}
SRT-3671,1649/ITERA/BAU/2025,2025-10-25,Unit Kerja 12,Ratione repudiandae vel quod ut.,4,Disposisi,{}
SRT-3672,1650/ITERA/BAU/2024,2024-05-05,Unit Kerja 13,Vero aliquid dolore molestias.,1,Proses,{}
SRT-3673,1651/ITERA/BAU/2025,2025-07-16,Prodi Informatika,Distinctio optio cumque esse nam aliquam nulla.,2,Disposisi,{}
SRT-3674,1652/ITERA/BAU/2025,2025-08-07,Biro Akademik Umum,Commodi ut fugit.,5,Selesai,{}
SRT-3675,1653/ITERA/BAU/2024,2024-05-04,Jurusan Teknologi Produksi dan Industri,Optio sequi quos magnam aliquid voluptate.,4,Disposisi,{}
SRT-3676,1654/ITERA/BAU/2024,2024-12-02,Biro Umum dan Keuangan,Fugiat magnam sint inventore sit.,4,Disposisi,{}
SRT-3677,1655/ITERA/BAU/2024,2024-11-01,Unit Kerja 13,Maxime perspiciatis eius rerum molestias molestias repudiandae.,1,Proses,{}
SRT-3678,1656/ITERA/BAU/2024,2024-11-09,UPT TIK,Delectus ab alias minus similique distinctio.,5,Selesai,{}
SRT-3679,1657/ITERA/BAU/2025,2025-02-01,Rektorat,Mollitia nihil deleniti.,5,Proses,{}
SRT-3680,1658/ITERA/BAU/2024,2024-01-08,Prodi Sains Data,Distinctio exercitationem exercitationem debitis voluptatibus.,2,Proses,{}
SRT-3681,1659/ITERA/BAU/2025,2025-05-14,Biro Akademik Umum,Animi esse perspiciatis temporibus.,2,Selesai,{}
SRT-3682,1660/ITERA/BAU/2024,2024-05-25,Prodi Sains Data,Sint laudantium quae ex aperiam beatae.,5,Proses,{}
SRT-3683,1661/ITERA/BAU/2024,2024-09-15,Unit Kerja 14,Nisi labore dicta.,2,Proses,{}
SRT-3684,1662/ITERA/BAU/2024,2024-02-09,Unit Kerja 15,Mollitia molestias nihil doloribus earum quibusdam nam quis.,2,Disposisi,{}
SRT-3685,1663/ITERA/BAU/2025,2025-09-08,Unit Kerja 12,Quibusdam maiores odit porro perferendis harum laborum.,5,Selesai,{}
SRT-3686,1664/ITERA/BAU/2024,2024-12-05,Unit Kerja 12,Tenetur odit neque accusamus mollitia cum facilis.,1,Disposisi,{}
SRT-3687,1665/ITERA/BAU/2024,2024-03-05,Prodi Sains Data,Incidunt consequatur ad veniam veritatis quae.,5,Selesai,{}
SRT-3688,1666/ITERA/BAU/2024,2024-02-12,Unit Kerja 13,Eum totam repellat.,3,Disposisi,{}
SRT-3689,1667/ITERA/BAU/2024,2024-10-26,Jurusan Sains,Ducimus ullam placeat.,5,Disposisi,{}
SRT-3690,1668/ITERA/BAU/2025,2025-09-06,Fakultas Teknologi Industri,Nam omnis aliquid vel sapiente.,3,Disposisi,{}
SRT-3691,1669/ITERA/BAU/2025,2025-07-31,Jurusan Teknologi Produksi dan Industri,Modi corrupti quidem eum accusantium.,4,Proses,{}
SRT-3692,1670/ITERA/BAU/2025,2025-01-17,Prodi Informatika,Autem dignissimos sit velit.,4,Selesai,{}
SRT-3693,1671/ITERA/BAU/2024,2024-05-10,Biro Akademik Umum,Natus quos dolores dicta facere autem.,4,Proses,{}
SRT-3694,1672/ITERA/BAU/2024,2024-03-16,Rektorat,Exercitationem blanditiis saepe consectetur culpa tempore soluta.,3,Selesai,{}
SRT-3695,1673/ITERA/BAU/2025,2025-06-23,Prodi Informatika,Ipsam aliquam repellat eveniet.,4,Selesai,{}
SRT-3696,1674/ITERA/BAU/2024,2024-11-29,Unit Kerja 12,Praesentium molestias error placeat mollitia maxime.,3,Disposisi,{}
SRT-3697,1675/ITERA/BAU/2025,2025-01-22,Biro Umum dan Keuangan,Praesentium optio quis placeat maxime facere beatae.,2,Selesai,{}
SRT-3698,1676/ITERA/BAU/2024,2024-09-18,UPT TIK,Quaerat magnam laudantium deserunt aliquid repellendus.,5,Disposisi,{}
SRT-3699,1677/ITERA/BAU/2025,2025-01-03,UPT TIK,Ratione ea impedit saepe tenetur voluptate corrupti.,5,Disposisi,{}
SRT-3700,1678/ITERA/BAU/2024,2024-09-01,Unit Kerja 14,Cumque ad eum hic modi aut.,1,Selesai,{}
SRT-3701,1679/ITERA/BAU/2025,2025-01-08,Prodi Informatika,Quae aliquid adipisci repellendus autem enim numquam.,1,Selesai,{}
SRT-3702,1680/ITERA/BAU/2024,2024-07-04,Unit Kerja 12,Commodi nostrum eligendi deleniti quaerat eaque doloribus.,1,Proses,{}
SRT-3703,1681/ITERA/BAU/2024,2024-01-07,Unit Kerja 14,Molestias nostrum accusamus voluptate.,2,Proses,{}
SRT-3704,1682/ITERA/BAU/2023,2023-12-02,Unit Kerja 11,Saepe vitae repellat.,2,Selesai,{}
SRT-3705,1683/ITERA/BAU/2025,2025-07-23,Jurusan Teknologi Produksi dan Industri,Nobis cumque saepe in distinctio.,3,Proses,{}
SRT-3706,1684/ITERA/BAU/2024,2024-08-20,Biro Akademik Umum,Porro voluptatibus harum error libero.,3,Selesai,{}
SRT-3707,1685/ITERA/BAU/2025,2025-02-01,Unit Kerja 15,Assumenda amet voluptate debitis.,1,Disposisi,{}
SRT-3708,1686/ITERA/BAU/2024,2024-07-08,Prodi Sains Data,Similique reiciendis accusamus id excepturi.,4,Proses,{}
SRT-3709,1687/ITERA/BAU/2025,2025-06-22,Fakultas Teknologi Industri,Dolore nostrum itaque.,3,Selesai,{}
SRT-3710,1688/ITERA/BAU/2024,2024-04-22,Unit Kerja 15,Dolorum consequatur perferendis.,1,Disposisi,{}
SRT-3711,1689/ITERA/BAU/2024,2024-02-20,Unit Kerja 11,Iusto placeat debitis.,4,Disposisi,{}
SRT-3712,1690/ITERA/BAU/2024,2024-09-22,Jurusan Teknologi Produksi dan Industri,Ut inventore accusantium odio.,2,Selesai,{}
SRT-3713,1691/ITERA/BAU/2025,2025-11-06,Biro Akademik Umum,Iste libero repellendus ab veniam recusandae.,3,Proses,{}
SRT-3714,1692/ITERA/BAU/2023,2023-12-05,Biro Umum dan Keuangan,Perferendis veniam expedita eligendi accusantium consequatur.,5,Disposisi,{}
SRT-3715,1693/ITERA/BAU/2024,2024-10-26,Unit Kerja 14,Ipsum facere illum necessitatibus tempora architecto.,1,Selesai,{}
SRT-3716,1694/ITERA/BAU/2025,2025-05-21,Unit Kerja 12,Tenetur minus hic laudantium reiciendis.,2,Proses,{}
SRT-3717,1695/ITERA/BAU/2025,2025-05-24,Unit Kerja 12,Fugiat provident hic repellat et dicta.,5,Selesai,{}
SRT-3718,1696/ITERA/BAU/2024,2024-06-18,Fakultas Teknologi Industri,Minima architecto et quos velit eligendi nisi nemo.,5,Selesai,{}
SRT-3719,1697/ITERA/BAU/2025,2025-01-28,Biro Akademik Umum,Explicabo perspiciatis quisquam fuga.,3,Selesai,{}
SRT-3720,1698/ITERA/BAU/2025,2025-02-07,Fakultas Teknologi Industri,Dolor velit quia occaecati aut.,5,Disposisi,{}
SRT-3721,1699/ITERA/BAU/2025,2025-04-16,Unit Kerja 15,Eaque repellat accusamus nobis laudantium.,2,Selesai,{}
SRT-3722,1700/ITERA/BAU/2025,2025-10-16,Unit Kerja 13,Odio autem vitae ab eos ipsam.,4,Proses,{}
SRT-3723,1701/ITERA/BAU/2025,2025-05-15,Unit Kerja 14,Architecto dolorem tenetur similique dolorum culpa.,5,Selesai,{}
SRT-3724,1702/ITERA/BAU/2024,2024-10-03,Prodi Informatika,Nisi voluptatibus sint perferendis magnam voluptatem.,4,Selesai,{}
SRT-3725,1703/ITERA/BAU/2025,2025-04-26,Fakultas Teknologi Industri,Iusto natus nemo eveniet.,2,Selesai,{}
SRT-3726,1704/ITERA/BAU/2024,2024-12-27,Prodi Sains Data,Error fugit inventore molestiae nihil amet.,1,Selesai,{}
SRT-3727,1705/ITERA/BAU/2024,2024-02-11,Unit Kerja 12,Sit nostrum error rerum.,1,Disposisi,{}
SRT-3728,1706/ITERA/BAU/2023,2023-12-14,UPT TIK,Perspiciatis consequuntur sequi est quasi aliquam commodi minima.,1,Selesai,{}
SRT-3729,1707/ITERA/BAU/2024,2024-01-23,Fakultas Teknologi Industri,Aspernatur soluta provident cupiditate consequuntur omnis.,3,Proses,{}
SRT-3730,1708/ITERA/BAU/2024,2024-07-23,UPT TIK,Autem veniam optio unde ipsum aliquid.,3,Disposisi,{}
SRT-3731,1709/ITERA/BAU/2024,2024-11-03,Jurusan Teknologi Produksi dan Industri,Maxime asperiores nihil sunt quae.,5,Proses,{}
SRT-3732,1710/ITERA/BAU/2025,2025-05-28,UPT TIK,Iusto fuga quod doloribus odio.,5,Proses,{}
SRT-3733,1711/ITERA/BAU/2025,2025-09-28,UPT TIK,Atque earum doloribus deserunt quia temporibus.,3,Proses,{}
SRT-3734,1712/ITERA/BAU/2025,2025-11-07,Unit Kerja 12,Fuga ea sunt.,3,Selesai,{}
SRT-3735,1713/ITERA/BAU/2024,2024-06-07,Fakultas Sains,Quod dolorum tempore illum deserunt.,4,Disposisi,{}
SRT-3736,1714/ITERA/BAU/2025,2025-02-13,Prodi Sains Data,Corrupti enim consectetur voluptatum incidunt sunt.,5,Proses,{}
SRT-3737,1715/ITERA/BAU/2025,2025-05-12,Jurusan Teknologi Produksi dan Industri,Repudiandae aut magnam quos laboriosam.,2,Selesai,{}
SRT-3738,1716/ITERA/BAU/2025,2025-02-20,Unit Kerja 11,Occaecati id magni.,1,Selesai,{}
SRT-3739,1717/ITERA/BAU/2024,2024-10-23,Unit Kerja 15,Voluptatem debitis nam quidem sit.,2,Selesai,{}
SRT-3740,1718/ITERA/BAU/2025,2025-11-22,Prodi Informatika,Illum iste natus accusamus fugit suscipit.,4,Selesai,{}
SRT-3741,1719/ITERA/BAU/2025,2025-06-10,Unit Kerja 15,Delectus consectetur iusto.,5,Disposisi,{}
SRT-3742,1720/ITERA/BAU/2025,2025-04-14,Prodi Informatika,Ullam voluptatibus totam.,2,Proses,{}
SRT-3743,1721/ITERA/BAU/2024,2024-01-03,Rektorat,Adipisci temporibus sapiente doloribus dolor.,4,Disposisi,{}
SRT-3744,1722/ITERA/BAU/2025,2025-11-07,Biro Akademik Umum,Voluptatem consequuntur nisi dolores quam.,3,Proses,{}
SRT-3745,1723/ITERA/BAU/2024,2024-01-27,Fakultas Teknologi Industri,Consequuntur fuga labore quam.,5,Proses,{}
SRT-3746,1724/ITERA/BAU/2024,2024-02-22,Fakultas Teknologi Industri,Id expedita amet culpa laborum iusto voluptates.,1,Proses,{}
